review,sentiment
"This is a great improvement over the Javascript engine when it comes to performance and allows for complex queries to run much faster. It is not as flexible as Javascript, but the speed difference is huge.",1
"This gives it performance characteristics of a cache and the durability of a database. These foundational principles make the server easy to manage, perform at high speeds, scale horizontally and provide the highest availability.",1
"is really fast using just 464ms in AVG, no graph database comes close. That’s because lookups in a graph of a known length is faster with an Index lookup than using outbound links in every vertex.",1
is faster at single document reads but couldn’t compete when it comes to aggregations or 2nd neighbors selections.,0
"In order to achieve its outstanding performance, it works with an in-memory dataset.",1
runs slower on a VM compared to running without virtualization using the same hardware.,0
"However this does not mean that Redis is slow in virtualized environments, the delivered performances are still very good and most of the serious performance issues you may incur in virtualized environments are due to over-provisioning, non-local disks with high latency, or old hypervisor software that have slow fork syscall implementation.",0
is designed to be a blazing fast in-memory database,1
ensuring that is top-performing is an ongoing task that requires methodical monitoring and using the proper tools to resolve alerts when they come.,0
"we can see that both Mongo and Redis have almost equal time in case of small number of entries but when this number increases, Redis has remarkable superiority over mongo.",1
A high performance Thrift gateway,1
Very fast (200k+/sec) access of data by key,1
"Fast transactions and rapidly changing data, Best used where you need to act fast on massive amounts of incoming data.",1
When you want to choose the backend storage algorithm engine very precisely. When speed is of the essence.,1
"also does very well on Google Compute Engine, offering superior price/performance.",1
The results of the test prove that it can be a great fit for IoT apps writing data with high velocity at high volumes.,1
The new storage engine substantially improves that product's write performance and scalability,1
"My problem is that the database write performance is getting worser, especially writes to the largest of the four databases (De) has become really bad, according to iotop the process uses99% of the IO time with less than 3MB writes and 1.5MB reads per second.",0
"poor or missing indexes, occasionally too many unneeded indexes",0
slow disks/insufficient disk IOPS for workload,0
insufficient RAM for indexes,0
It turns out that in real-life large deployments the biggest impact to performance is how well the schema design fits with the application needs.,0
"Second biggest impact is from lack of indexes or wrong indexes or way too many indexes. But even when the schema design is perfect and indexes are optimal, it is the disk IO throughput capacity that ends up being the next limiting factor, especially to the write throughput.",0
"Insufficient RAM will cause a lot of page faulting and add pressure to the disk IO, more on RAM needs later.",0
"If your disk is at 100% utilization, you won't be able to process more writes any faster than you already are.",0
"Suddenly when things were growing, it started giving bad performance and sometimes ""irrational"" performance. It would give high and low performance with no correlation to other external facts.",0
"In this particular case however, that minor theoretical performance improvement led to a 40% performance degradation!",0
"In addition this also demonstrates nicely why premature micro optimization, without leveraging an APM solution, in production will not lead to better performance. In some cases – like this one – it can actually lead to worse performance!",0
"Some users may experience performance limitations as a result of inadequate or inappropriate indexing strategies, or as a consequence of poor schema design patterns.",0
"This means that it will be faster to retrieve all of them together, as they are stored in the same place and you do not have to perform a join.",1
"was a popular NoSQL database early on because from a developer's perspective it seemed very fast for some typical use cases. Behind the scenes, though, it wasn't actually recording the data to disk as the ""transactions"" completed, so when web sites built with MongoDB had a server crash, they would lose important data. Even worse, it was completely single-threaded for transactions (a global write lock), so when web sites actually saw production load, it neither scaled nor was fast",0
"If you need an in-memory database or a high-performance cache system that is simple to use and highly scalable, this is what you need.",1
is a next generation NoSQL database which can provide ultra-fast performance if tuned and calibrated correctly.,1
Improving performance in requires having an understanding of what to expect in terms of performance for the types of commands that we’re sending to Redis,0
These data stores offer extremely high performance and are efficient and easily scalable.,1
"This is not true if you have one query hitting 100 percent of the query cache, and removing it can cause disastrous performance.",0
"Look for an online bug database and search for known performance issues, especially one-second latencies.",0
"Although its performance is better in a lot of cases, it is not the Holy Grail.",0
is an open source key-value database that provides a high-performance cross-platform server to store your application's data,1
clusters Use an index to improve database performance,1
These performance limitations significantly reduce the set of situations in which document databases are useful.,0
"It excels at flexibility, but sometimes this comes at the cost of performance for specific applications.",0
The performance of view queries can be improved by having more RAM available with which it can cache views’ B-tree indices.,1
"While it may seem obvious, it’s worth mentioning that faster disks, more CPUs, and more memory should increase the performance of it.",1
use extra disk space in exchange for additional performance and for concurrency purposes.,1
"Views are cached, making it easy to construct high-performance queries that return subsets of data or computed data-like reports.",1
they are extremely functional and performance oriented,1
"In order to achieve stellar performance speeds, it has a relaxed view towards Atomicity Consistency Isolation Durability (ACID) compliance.",1
"uses master-master replication, and this introduces performance considerations because care must be taken to ensure that data remains in sync.",0
you can only get acceptable performance by cutting corners on the data integrity features in ways that it just won't allow.,0
is used when performance and scaling are important,1
"It can be tuned to have better consistency, but one has to give up performance in the read and write speeds.",0
"For simple queries, it gives good performance, as all the related data is in a single document that eliminates join operations",1
"the more memory your operating system can use as a disk cache, the better read performance",1
"supports sharding, which automatically partitions data across servers for increased performance and scalability",1
"supports ACID semantics and can do so concurrently, which provides a great deal of performance benefit if one is bound to those properties",1
"Although this is somewhat an unnatural style for a document database, for some workloads it may provide the best balance between performance and maintainability",1
gains amazing performance in exchange for increased risk of data loss in the case of a hardware failure.,1
"You can configure it for durability, but at the cost of some performance.",0
allows almost linear scalability and performance.,1
"This can be bad for performance when your app wants to store or read large amounts of data, such as images",0
Queries against such sources do not have predictable performance.,0
"When we use materialized views to store data from foreign tables, we make the query performance more predictable.",1
"Using indexes, it provides a far better search performance than web storage, but programming it is more complex.",1
Better availability and performance are achieved through the replicas,1
"uses a replication model called Eventual Consistency. In practice, however, for many applications, they are incompatible with the availability and performance in very large environments.",0
High performance: Couchbase has an extensive integrated caching layer.,1
Proper configuration through the use of monitoring tools can ensure performance that equals or exceeds a physical deployment.,1
not constrained by some of the performance bottlenecks incurred through joins.,1
Embedding child documents as subobjects inside documents provides for easy access and better performance.,1
you can definitely tune it to give you performance by cutting down a lot of the overheads.,1
is a good fast read/write structure,1
"usually cannot be driven just by wanting to do things faster, because they might not be faster - at least not in the areas where you are used for",0
You can use it like a document database and get excellent performance out of it.,1
With automatic sharding... it is faster in indescribable ways,1
you won't see a huge speed difference,0
you can horizontally scale your writes and get much better performance without the complexity of master-master replication,1
But I am afraid that this explicit second delete request will have a negative performance impact,0
"If you create and delete a column value rapidly enough that no flush takes place in the middle, there is no performance impact.",1
"If you do not commit, your change does not take effect, if you commit every time, performance suffers.",0
However we observe that query performance decreases when index size increases.,0
roughly the size of the database when the query performance had decreased so much so you started thinking about adding other,0
The main disadvantage we've suffered is the poor performance on unanticipated queries,0
also require all data to fit in RAM but in exchange gives performance,0
"makes replication and sharding (horizontal scaling) easy, inserts very fast and drops the requirement for a strict scheme.",0
This is a challenge because NoSQL databases are usually fast(er) and ACID constraints can slow down performance significantly.,0
performance problems when their database grows large and/or becomes complex.,0
"One important limitation is database-level locking. That is, only one writer may modify a given database at a time. Support for collection-level (a set of documents, analogous to a relational table) locking is planned. With either database- or collection-level locking, other writers or readers are locked out. Even a small number of writes can produce stalls in read performance.",0
"storage engine only appends updated data, it never has to re-write or re-read existing data. Thus, updates to a row or partition stay fast as your dataset grows.",1
"data is save on several datanodes, so it can keep a great performance.",1
"If I don't use shard, data will save on only one node, so I am worried about the performance",0
poor write performance on large collection,0
on our production system we still use it and it works fast!!!,1
I'm testing on pre-production node the with our app stack and it is SLOW!!!,0
why we see degradation in performance for the same engine? what was changed for MMAP engine between two versions and do you expect that they should behave identically.,0
The overall performance is much worst than with MMAPv1.,0
The tests are creating and dropping databases for each suite. So we create/delete a lot of databases. I don't know if it can explain the observed performances.,0
is strongly recommended to avoid performance issues that have been observed when using EXT4 with WiredTiger.,0
"If I remember correctly the ""performance issues"" were to do with heavy writes.",0
And the performance problems are still there.,0
"One can address this by adding an index for that specific query, however that is unpractical and I believe that there should be a better way to improve it's performance.",0
I have encountered an example where wiredTiger performs extremely poorly when compared to the other one.,0
"I have problem with writing on mongo for large Collection Also I don't use short key name, do you think is it affected on performance?",0
"In our test. we import 50,000,000 documents in each time. but the performance of mongoimport degrade too fast and unstable.",0
We think the unstable speed is caused by the flush ram data into disk. But we want to know how to improve the unstable performance.,0
"Even we use single not shards, the import performance is still unstable and randomly.",0
"need to lock the db when app have read and write to access same db, and now it block the performance.",0
"I started to reproduced the structure of insert, performance were huge (about 1hour to insert 200 millions rows).",1
Slow performance with hundred thousand of id in document,0
"But in that case performance are very bad, only few update per seconds.",0
"However, we have seen that the performance of MongoDb degrades on the insert operation as we add more and more items to the cache.",0
I've been doing a lot of reading to diagnose this problem (and a few others) and have recently read that that the insert operations should be a 'fire and forget' operation which means to me it is an asynchronous call. However the operation which means to me it is an asynchronous call. performance degradation doesn't seem to indicate that this is the case.,0
In a nutshell I have recently been working to set up a db server to act as an object cache for a website. However after setting everything up I am concerned that the performance is quite slow.,0
My server has about 400 connections open and I've increased that number to 4000 (10 times) and this had serious performance impact - tests start to run 3 times slower.,0
"We are having performance issue due Map-Reduce & Geo-Spatial Query to find nearby places. Moreover we need to find out a alternative to execute the following query: (may be using ""$near & $maxdistance"", which will enable us to get the data sorted w.r.t distance)",0
"There are many factors that can affect database performance and responsiveness including index use, query structure, data models and application design, as well as operational factors such as architecture and system configuration.",0
"Just a thought here, but batch inserts are a lot faster and TTL indexes are lot more efficient and cause less performance ripples.",0
Creating indexes that contain all the fields scanned by the query and using indexes to sort query results often have better performance than those that do not use an index.,1
